,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,MANDAT,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,PORADIMAND,PORADINAHR,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
319,553824,Kout na Šumavě,14,Ivo,0,155,0,28,0,.16,0,0,27,obchodní zástupce,Hanusek,155,CZ,Ing.,,42,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
320,531189,Hořovice,14,Václav Pavel,0,155,0,46,0,.26,0,0,28,podnikatel,Bakule,155,CZ,,,65,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
321,1,Praha,14,David,0,155,0,41,0,.24,0,0,29,učitel,Štěpán,155,CZ,,,45,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
322,1,Praha,15,Jan,0,100,0,654,0,14.26,0,0,1,IT konzultant,Tamáš,100,CZ,Ing.,Ph.D.,32,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
323,544256,České Budějovice,15,Lenka,0,100,0,209,0,4.55,0,0,2,koordinátorka neziskové organ.,Rosková,100,CZ,Mgr.,,40,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
324,3,Brno,15,Otakar Jiří,0,100,0,152,0,3.31,0,0,3,vysokoškolský pedagog,Mika,99,CZ,Ing.,CSc.,56,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
325,1,Praha,15,Jan,0,100,0,182,0,3.97,0,0,4,grafik,Bednář,100,CZ,,,30,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
326,544256,České Budějovice,15,Dagmar,0,100,0,138,0,3.01,0,0,5,molekulární bioložka,Bystřická,100,CZ,Mgr.,Ph.D.,32,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
327,1,Praha,15,Jan,0,100,0,58,0,1.26,0,0,6,vysokoškolský pedagog,Burian,99,CZ,Ing.,,35,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
328,1,Praha,15,Ivona,0,100,0,79,0,1.72,0,0,7,studentka politologie,Novomestská,100,CZ,,,26,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
329,3,Brno,15,Ivan,0,100,0,86,0,1.87,0,0,8,vysokoškolský pedagog,Němec,99,CZ,Doc. Ing.,CSc.,63,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
330,544256,České Budějovice,15,Jana,0,100,0,38,0,.82,0,0,9,učitelka,Kunšteková Maříková,99,CZ,PhDr.,,48,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
331,1,Praha,15,Markéta,0,100,0,50,0,1.09,0,0,10,sociální ekoložka,Curatolo Jůnová,100,CZ,Mgr.,,29,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
332,545571,Křemže,15,Jana,0,100,0,34,0,.74,0,0,11,finanční kozultantka,Šimonová,100,CZ,Ing.,,29,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
333,531057,Beroun,15,Martin,0,100,0,20,0,.43,0,0,12,programátor,Mevald,100,CZ,,,31,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
334,545392,Český Krumlov,15,Jana,0,100,0,48,0,1.04,0,0,13,"učitelka, výtvarnice",Pešková,99,CZ,Mgr.,,61,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
335,1,Praha,15,Michaela,0,100,1,0,0,0,0,0,14,studentka politologie a sociol,Švarcová,100,CZ,,,22,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
336,3,Brno,15,Jan,0,100,0,5,0,.1,0,0,15,živnostník,Pelan,99,CZ,,,41,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
337,3,Brno,15,Ilona,0,100,0,21,0,.45,0,0,16,PR manager,Musilová,99,CZ,Bc.,,44,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
338,1,Praha,15,Petra,0,100,0,41,0,.89,0,0,17,koordinátorka neziskové org.,Šindelářová,100,CZ,,,29,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
339,599727,Karlík,15,Martin,0,100,0,26,0,.56,0,0,18,nezaměstnaný,Hrušínský,100,CZ,,,24,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
340,1,Praha,15,Radek,0,100,0,4,0,.08,0,0,19,systémový administrátor,Langer,100,CZ,,,31,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
341,567027,Most,15,Jaromír,0,100,0,37,0,.8,0,0,20,student DAMU a FF ZČU,Vavroch,99,CZ,,,24,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
342,510297,Služovice,15,Zuzana,0,100,0,15,0,.32,0,0,21,analytička,Hájková,100,CZ,Mgr.,,26,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
343,1,Praha,15,Petr,0,100,0,7,0,.15,0,0,22,konstruktér,Švec,100,CZ,,,31,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
344,530883,Vlašim,15,Klára,0,100,0,49,0,1.06,0,0,23,studentka medicíny,Horálková,100,CZ,,,21,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
345,533637,Radovesnice I,15,Jan,0,100,1,0,0,0,0,0,24,student mezinárodních vztahů,Pospíšil,100,CZ,,,22,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
346,562301,Dolní Novosedly,15,Jiří,0,100,0,15,0,.32,0,0,25,podnikatel,Jareš,100,CZ,,,27,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
347,539627,Roztoky,15,Eva,0,100,0,5,0,.1,0,0,26,operátorka,Krumbholcová,100,CZ,,,51,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
348,535419,Mladá Boleslav,15,Michal,0,100,0,12,0,.26,0,0,27,student mechatroniky,Bartoň,99,CZ,,,21,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
349,1,Praha,15,Hynek,0,100,0,19,0,.41,0,0,28,student práv,Opolecký,100,CZ,,,23,Humanistická strana,Humanistická strana,0,0,1,100,0,100,Humanistická strana,HS
350,592901,Bohdalice-Pavlovice,16,Jiří,0,83,0,588,0,6.47,0,0,1,"podnikatel, projektový manažer",Novotný,83,CZ,,,31,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
351,3,Brno,16,Joseph,0,83,0,469,0,5.16,0,0,2,profesor Tokijské university,Rostinský,99,CZ,prof. Dr.,Ph.D.,63,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
352,500496,Olomouc,16,Alena,0,83,0,366,0,4.02,0,0,3,spisovatelka,Ovčačíková,83,CZ,PhDr.,,53,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
353,584762,Pasohlávky,16,Tomáš,0,83,0,343,0,3.77,0,0,4,starosta obce Pasohlávky,Ingr,83,CZ,Ing.,,30,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
354,546127,Dačice,16,Bohumil,0,83,0,210,0,2.31,0,0,5,učitel,Šuhaj,83,CZ,Mgr.,,28,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
355,541630,Vsetín,16,Libor,0,83,0,137,0,1.5,0,0,6,podnikatel,Zrůbek,83,CZ,,,42,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
356,542750,Hošťálková,16,Mojmír,0,83,0,114,0,1.25,0,0,7,"genetik, mluvčí Fóra evangel.",Kovář,99,CZ,Ing.,,70,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
357,3,Brno,16,Zdeněk,0,83,0,102,0,1.12,0,0,8,projektant,Zbožínek,83,CZ,Ing.,,59,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
358,547794,Hodonín,16,František,0,83,0,114,0,1.25,0,0,9,podnikatel,Novotný,83,CZ,,,55,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
359,589250,Prostějov,16,Antonín,0,83,0,114,0,1.25,0,0,10,"emeritní ředitel ZŠ, předseda",Dušek,83,CZ,Mgr.,,67,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
360,544841,Rožnov pod Radhoštěm,16,Jiří,0,83,0,150,0,1.65,0,0,11,stavební inženýr,Blechta,83,CZ,Ing.,,57,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
361,3,Brno,16,Jiří,0,83,0,75,0,.82,0,0,12,krajský ředitel VZP,Kořínek,83,CZ,,,51,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
362,558079,Mohelnice,16,Jan,0,83,0,50,0,.55,0,0,13,podnikatel,Smital,83,CZ,,,57,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
363,3,Brno,16,Bohumír,0,83,0,71,0,.78,0,0,14,stavbyvedoucí,Gruber,83,CZ,,,45,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
364,541354,Zábřeh,16,Karel,0,83,0,79,0,.86,0,0,15,podnikatel,Kolomazník,83,CZ,Ing.,,58,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
365,3,Brno,16,Robert,0,83,0,178,0,1.95,0,0,16,historik,Keprt,83,CZ,Mgr.,,41,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
366,500496,Olomouc,16,Tomáš,0,83,0,106,0,1.16,0,0,17,podnikatel,Říha,83,CZ,,,37,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
367,592943,Bučovice,16,Aleš,0,83,0,54,0,.59,0,0,18,elektrotechnik,Sekanina,83,CZ,,,45,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
368,530964,Bludov,16,Tomáš,0,83,0,32,0,.35,0,0,19,učitel,Skoumal,83,CZ,Mgr.,,36,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
369,585068,Zlín,16,Jaroslav,0,83,0,49,0,.53,0,0,20,technik,Gál,83,CZ,,,32,Moravané,Moravané,0,0,1,083,0,83,Moravané,M
370,3,Brno,17,Jakub,0,143,1,0,0,0,0,0,1,investiční poradce,Zvoníček,143,CZ,,,26,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
371,1,Praha,17,Michaela,0,143,1,0,0,0,0,0,2,projektová manažerka,Výtisková,99,CZ,,,24,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
372,1,Praha,17,Doubravka,0,143,1,0,0,0,0,0,3,projektová manažerka,Sobková,99,CZ,,,24,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
373,1,Praha,17,Jan,0,143,1,0,0,0,0,0,4,technický konzultant,Stibor,99,CZ,Ing.,,27,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
374,554804,Ústí nad Labem,17,Miroslav,0,143,1,0,0,0,0,0,5,podnikatel,Richter,99,CZ,,,25,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
375,544256,České Budějovice,17,Martin,0,143,1,0,0,0,0,0,6,finanční manažer,Řehák,99,CZ,,,24,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
376,1,Praha,17,Lukáš,0,143,1,0,0,0,0,0,7,vedoucí poradenské kanceláře,Kačmařík,99,CZ,,,24,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
377,538574,Odolena Voda,17,Martin,0,143,1,0,0,0,0,0,8,podnikatel,Muzikář,168,CZ,,,38,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
378,538574,Odolena Voda,17,Michal,0,143,1,0,0,0,0,0,9,správce bytových domů,Vítů,99,CZ,,,35,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
379,1,Praha,17,Ondřej,0,143,1,0,0,0,0,0,10,organizační manažer,Rejzek,99,CZ,,,29,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
380,1,Praha,17,Jakub Filip,0,143,1,0,0,0,0,0,11,architekt,Novák,99,CZ,,,29,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
381,534129,Kácov,17,Jan,0,143,1,0,0,0,0,0,12,specialista PR a marketingu,Kopecký,99,CZ,,,28,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
382,546780,Býčkovice,17,Magdalena,0,143,1,0,0,0,0,0,13,projektová manažerka,Chlupáčová,99,CZ,,,26,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
383,1,Praha,17,Lucie,0,143,1,0,0,0,0,0,14,předsedkyně představenstva akc,Krejčová,99,CZ,,,29,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
384,1,Praha,17,Ilona,0,143,1,0,0,0,0,0,15,úřednice,Drlíková,99,CZ,,,55,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
385,1,Praha,17,Jiří,0,143,1,0,0,0,0,0,16,úředník,Štěpánek,99,CZ,,,55,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
386,1,Praha,17,Milada,0,143,1,0,0,0,0,0,17,úřednice,Ševčíková,99,CZ,,,56,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
387,1,Praha,17,Eva,0,143,1,0,0,0,0,0,18,úřednice,Štěpánková,99,CZ,,,48,Spojení demokraté - Sdružení nezávislých,Spojení demokraté - Sdružení nezávislých,0,0,1,143,0,143,Spojení demokraté-Sdruž.nezáv.,SD-SN
388,3,Brno,18,Milan,0,138,0,132,0,7.43,0,0,1,ředitel neziskové organizace,Hamerský,138,CZ,Mgr.,,36,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
389,3,Brno,18,Martina,0,138,1,0,0,0,0,0,2,"právnička, specialistka na evr",Nováková,99,CZ,Mgr.,,30,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
390,1,Praha,18,Linh,0,138,0,113,0,6.36,0,0,3,student mezinárodních vztahů,Nguyen,99,CZ,,,22,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
391,1,Praha,18,Róbert,0,138,0,16,0,.9,0,0,4,student,Furiel,99,SK,,,23,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
392,579025,Trutnov,18,Pavel,0,138,0,38,0,2.14,0,0,5,výrobní manažer,Černý,99,CZ,,,24,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
393,999996,Bad Berka,18,Eugenie,0,138,0,28,0,1.57,0,0,6,VŠ docentka v SRN,Trützschlerová,99,CZ,Dr.,,58,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
394,1,Praha,18,Peter,0,138,0,13,0,.73,0,0,7,projektový manažer,Sládeček,99,SK,Mgr.,,27,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
395,590266,Třebíč,18,Rostislav,0,138,0,59,0,3.32,0,0,8,vědec,Štork,99,CZ,RNDr.,Ph.D.,39,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
396,,,18,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,9,,Kandidát v registraci škrtnut,,,,,,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
397,556254,Horažďovice,18,Jindřiška,0,138,0,61,0,3.43,0,0,10,praktická lékařka,Procházková,99,CZ,MUDr.,,49,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
398,572179,Rosice,18,Klára,0,138,0,15,0,.84,0,0,11,technička,Prokešová,99,CZ,,,25,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
399,538485,Mirošovice,18,Derek,0,138,0,27,0,1.52,0,0,12,vysokoškolský učitel,Pilous,138,CZ,Mgr.,,34,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
400,555134,Pardubice,18,Franz,0,138,0,16,0,.9,0,0,13,důchodce,Chocholatý Gröger,99,CZ,Bc.,,65,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
401,3,Brno,18,Petr,0,138,0,20,0,1.12,0,0,14,pracovník ve vědě a výzkumu,Zamečník,99,CZ,,,26,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
402,584207,Zastávka,18,Klára,0,138,0,25,0,1.4,0,0,15,studentka ekonomie,Svobodová,99,CZ,Bc.,,25,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
403,537705,Poříčany,18,Lukáš,0,138,0,13,0,.73,0,0,16,ekonom,Kalenský,138,CZ,Ing.,,30,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
404,3,Brno,18,Roman,0,138,0,23,0,1.29,0,0,17,IT konzultant,Rous,99,CZ,Ing.,,36,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
405,556254,Horažďovice,18,Roman,0,138,0,33,0,1.85,0,0,18,průvodce,Vaněk,99,CZ,,,38,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
406,552607,Dolní Tošanovice,18,Petr,0,138,0,11,0,.61,0,0,19,projektový manažer,Vašíček,99,CZ,,,27,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
407,3,Brno,18,Tomáš,0,138,0,6,0,.33,0,0,20,finanční poradce,Psota,99,CZ,,,24,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
408,1,Praha,18,Vladimír,0,138,0,16,0,.9,0,0,21,"IT manažer, ekonom",Janský,129,CZ,Ing.,,57,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
409,3,Brno,18,Václav,0,138,0,12,0,.67,0,0,22,matematik,Linkov,99,CZ,Mgr.,,30,Liberálové.CZ,Liberálové.CZ,0,0,1,138,0,138,Liberálové.CZ,LIB
410,1,Praha,19,Ota,0,717,0,114,0,11.56,0,0,1,nezávislý poradce,Štros,99,CZ,,,58,Strana demokracie a svobody,Strana demokracie a svobody,0,0,1,717,0,717,Strana demokracie a svobody,SDaS
411,1,Praha,19,Tomáš,0,717,0,63,0,6.38,0,0,2,ředitel fondů,Hlaváč,99,CZ,JUDr. Ing.,,54,Strana demokracie a svobody,Strana demokracie a svobody,0,0,1,717,0,717,Strana demokracie a svobody,SDaS
412,1,Praha,19,Alice,0,717,0,136,0,13.79,0,0,3,právník,Kruppová,99,CZ,Dr.iur. Mgr.,LL.M,36,Strana demokracie a svobody,Strana demokracie a svobody,0,0,1,717,0,717,Strana demokracie a svobody,SDaS
413,532053,Kladno,19,Jaroslav,0,717,0,42,0,4.25,0,0,4,ředitel banky,Hlavsa,99,CZ,Ing.,,44,Strana demokracie a svobody,Strana demokracie a svobody,0,0,1,717,0,717,Strana demokracie a svobody,SDaS
414,598933,Český Těšín,20,Jan,0,167,0,187,0,2.7,0,0,1,"učitel, školní inspektor",Szotkowski,167,CZ,Mgr.,,56,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
415,1,Praha,20,Ludmila,0,167,0,300,0,4.34,0,0,2,"učitelka VŠ, senátorka Akadem.",Fialová,99,CZ,Doc. PaedDr.,Ph.D.,54,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
416,599344,Frenštát pod Radhoštěm,20,Karla,0,167,0,159,0,2.3,0,0,3,"učitelka, ředitelka školy, př.",Stiborková,99,CZ,Mgr.,,52,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
417,553786,Kdyně,20,Ondřej,0,167,0,112,0,1.62,0,0,4,"učitel, školní inspektor, tren",Kožíšek,99,CZ,PaedDr.,,52,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
418,598003,Frýdek-Místek,20,Danuše,0,167,0,112,0,1.62,0,0,5,"středoškolská učitelka, žurnal",Górecká,99,CZ,PaedDr.,,47,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
419,4,Ostrava,20,Šárka,0,167,0,149,0,2.15,0,0,6,kontrolní pracovník. prev.,Seifertová,99,CZ,Ing.,,44,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
420,1,Praha,20,Bronislav,0,167,0,97,0,1.4,0,0,7,učitel VŠ,Kračmar,99,CZ,Doc. PaedDr.,,51,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
421,571164,Chrudim,20,Markéta,0,167,0,91,0,1.31,0,0,8,středoškolská učitelka,Kopáčková,99,CZ,Ing.,,49,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
422,555134,Pardubice,20,Jiří,0,165,0,86,0,1.24,0,0,9,"ekonomický poradce, živnostník",Reter,99,CZ,Ing.,,55,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
423,585891,Valašské Klobouky,20,Dagmar,0,167,0,66,0,.95,0,0,10,středoškolská učitelka,Zvonková,99,CZ,Mgr.,,56,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
424,507016,Hlučín,20,Miroslav,0,165,0,47,0,.68,0,0,11,"středoškolský učitel, projekt.",Skoták,99,CZ,Mgr.,,55,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
425,544841,Rožnov pod Radhoštěm,20,Zdenka,0,167,0,86,0,1.24,0,0,12,"učitelka, trenérka, rozhodčí",Solanská,99,CZ,Mgr.,,47,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
426,577731,Svitavy,20,Stanislav,0,165,0,45,0,.65,0,0,13,technický manažer,Šustr,99,CZ,Ing.,,48,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
427,598917,Karviná,20,Kamila,0,167,0,113,0,1.63,0,0,14,středoškolská učitelka,Foltynová,99,CZ,Mgr.,,36,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
428,598089,Dobrá,20,Iveta,0,167,0,36,0,.52,0,0,15,"učitelka, finanční a IT spec.",Vranayová,99,CZ,Ing.,,43,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
429,1,Praha,20,Eva,0,165,0,41,0,.59,0,0,16,"učitelka VŠ, živnostník",Tlapáková,99,CZ,PhDr.,CSc.,57,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
430,533581,Plaňany,20,Martin,0,167,0,62,0,.89,0,0,17,"učitel, starosta obce",Charvát,99,CZ,Mgr.,,40,"Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz",Nejen hasiči a živnostníci s učiteli do Evropy,0,0,2,"165,167",0,655,Nejen has. a živn. s uč. do E.,HNDPSDZP
