,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,MANDAT,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,PORADIMAND,PORADINAHR,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
111,569810,Hradec Králové,4,Jan,0,53,0,1194,0,.16,0,19,28,soukromý lékař,Michálek,53,CZ,MUDr.,,51,Občanská demokratická strana,Občanská demokratická strana,0,9,1,053,0,53,Občanská demokratická strana,ODS
112,505927,Opava,4,Irena,0,53,0,1988,0,.26,0,20,29,ředitelka kulturní organizace,Šindlerová,53,CZ,Mgr.,,35,Občanská demokratická strana,Občanská demokratická strana,0,9,1,053,0,53,Občanská demokratická strana,ODS
113,1,Praha,5,Jana,0,192,0,42730,0,42.51,0,0,1,"novinářka, poslankyně Evropsk.",Bobošíková,192,CZ,Ing.,,44,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
114,1,Praha,5,Silvia,0,137,0,2973,0,2.95,0,0,2,"předsedkyně ""Občanského sdruž.",Weiszová,137,CZ,,,41,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
115,4,Ostrava,5,Yvona,0,192,0,2166,0,2.15,0,0,3,ekonom-hospodářka sdruž.nájem.,Průšová,99,CZ,Ing.,,47,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
116,585068,Zlín,5,Lucie,0,137,0,997,0,.99,0,0,4,koordinátorka-multimed.produc.,Dlouhá,99,CZ,Bc.,,26,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
117,572276,Sobětuchy,5,Stanislav,0,137,0,1328,0,1.32,0,0,5,"pekař-prokurista, veřejný odp.",Pecka,99,CZ,,,59,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
118,511382,Přerov,5,Ladislav,0,137,0,413,0,.41,0,0,6,bezpečnostní technik,Orel,99,CZ,Ing.,,46,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
119,586846,Jihlava,5,Zdeněk,0,137,0,147,0,.14,0,0,7,manažer,Obhlídal,137,CZ,,,56,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
120,596884,Štěpánov nad Svratkou,5,Vlasta,0,137,0,424,0,.42,0,0,8,veterinář,Křížová,99,CZ,MVDr.,,51,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
121,567639,Krupka,5,Petr,0,137,0,172,0,.17,0,0,9,živnostník,Fišer,137,CZ,,,49,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
122,1,Praha,5,Gabriela,0,137,0,556,0,.55,0,0,10,special.-market.a zahr.vztahy,Froňková Dousková,99,CZ,Mgr.,,38,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
123,3,Brno,5,Libor,0,137,0,186,0,.18,0,0,11,podnikatel,Matouš,99,CZ,,,38,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
124,559521,Třemošná,5,Pavel,0,137,0,101,0,.1,0,0,12,podnikatel,Hlávka,99,CZ,,,50,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
125,598917,Karviná,5,Jitka,0,137,0,139,0,.13,0,0,13,účetní,Bílská,137,CZ,,,49,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
126,559067,Kožlany,5,Pavel,0,137,0,209,0,.2,0,0,14,místostarosta,Šapovalov,99,CZ,Ing.,,49,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
127,557153,Sušice,5,Petr,0,137,0,198,0,.19,0,0,15,místostarosta,Kocman,99,CZ,Ing.,,49,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
128,571164,Chrudim,5,Věra,0,137,0,171,0,.17,0,0,16,speciální pedagog,Nevečeřalová,99,CZ,Mgr.,,54,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
129,513555,Kotenčice,5,Martin,0,137,0,58,0,.05,0,0,17,podnikatel,Bartoš,99,CZ,,,40,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
130,555134,Pardubice,5,Jitka,0,137,0,115,0,.11,0,0,18,fotografka,Patřičná,137,CZ,,,40,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
131,569810,Hradec Králové,5,Alena,0,137,0,91,0,.09,0,0,19,finanční poradce,Filipová,137,CZ,,,62,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
132,573868,Náchod,5,Renata,0,137,0,56,0,.05,0,0,20,živnostník-kosmetička,Hodovalová,99,CZ,,,40,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
133,577171,Jesenný,5,Lubomír,0,137,0,36,0,.03,0,0,21,informatik,Langhammer,137,CZ,,,43,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
134,563889,Liberec,5,Simona,0,137,0,148,0,.14,0,0,22,tlumočnice a překladatelka,Močubová,99,CZ,Ing.,,35,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
135,500496,Olomouc,5,Marie,0,137,0,93,0,.09,0,0,23,terapeutka,Talašová,99,CZ,,,48,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
136,501794,Dub nad Moravou,5,Robert,0,137,0,119,0,.11,0,0,24,středoškolský učitel,Šimanský,99,CZ,Ing. Mgr.,,34,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
137,573442,Samšina,5,Miroslav,0,137,0,60,0,.05,0,0,25,předseda Klubu přát.české písn,Voda,99,CZ,,,64,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
138,540498,Kosova Hora,5,Jiří,0,137,0,66,0,.06,0,0,26,ředitel střední dbor.učiliště,Janů,99,CZ,Ing.,,54,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
139,565971,Louny,5,Bořek,0,137,0,252,0,.25,0,0,27,chirurg,Zasadil,99,CZ,MUDr.,,54,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
140,1,Praha,5,Ivan,0,137,0,23,0,.02,0,0,28,podnikatel,Číla,137,CZ,,,57,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
141,1,Praha,5,Věra,0,192,0,199,0,.19,0,0,29,právnička,Valterová,192,CZ,JUDr.,,61,Suverenita,Suverenita,0,0,2,"137,192",0,654,Suverenita,Suveren.
142,1,Praha,6,Petr,0,98,0,4896,0,20.73,0,0,1,pětinásobný politický vězeň k.,Cibulka,98,CZ,,,58,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
143,577197,Jilemnice,6,Miloslava,0,98,0,1731,0,7.33,0,0,2,vysokoškolská učitelka angl.,Jebavá,98,CZ,PhDr.,,56,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
144,574767,Lázně Bohdaneč,6,František,0,98,0,243,0,1.02,0,0,3,"politický analytik, nezávislý",Kazilovský,98,CZ,,,52,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
145,590266,Třebíč,6,Antonín,0,98,0,127,0,.53,0,0,4,finanční poradce,Zejda,98,CZ,,,58,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
146,577197,Jilemnice,6,Eduard,0,98,0,100,0,.42,0,0,5,"autorizovaný stavitel, politic",Seibert,99,CZ,,,61,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
147,568414,Havlíčkův Brod,6,Jindřich,0,98,0,126,0,.53,0,0,6,technik,Myslivec,98,CZ,,,59,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
148,555134,Pardubice,6,Kryštof,0,98,0,126,0,.53,0,0,7,manažer,Kudláček,99,CZ,Mgr.,,25,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
149,532053,Kladno,6,Milan Miki,0,98,0,39,0,.16,0,0,8,živnostník,Pešula,99,CZ,,,49,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
150,579548,Mladé Buky,6,Petr,0,98,0,28,0,.11,0,0,9,živnostník,Lukáček,98,CZ,,,50,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
151,579025,Trutnov,6,Edita,0,98,0,83,0,.35,0,0,10,vedoucí výroby,Matysková,99,CZ,,,37,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
152,555711,Verušičky,6,Miroslav,0,98,0,43,0,.18,0,0,11,správce počítačové sítě,Roubínek,98,CZ,,,34,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
153,597180,Bruntál,6,Ivo,0,98,0,79,0,.33,0,0,12,zootechnik,Pazdera,99,CZ,,,39,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
154,599395,Ostrov,6,Miroslav,0,98,0,29,0,.12,0,0,13,živnostník,Černota,99,CZ,,,51,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
155,563129,Klášterec nad Ohří,6,Jiří,0,98,0,24,0,.1,0,0,14,technik,Andras,99,CZ,,,54,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
156,578151,Jaroměřice,6,Lubomír,0,98,0,48,0,.2,0,0,15,lesní inženýr,Tichý,99,CZ,Ing.,,61,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
157,579297,Hostinné,6,Zdeněk,0,98,0,29,0,.12,0,0,16,podnikatel,Nosek,99,CZ,,,48,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
158,555134,Pardubice,6,Tereza,0,98,0,149,0,.63,0,0,17,studentka,Šillerová,99,CZ,,,24,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
159,572179,Rosice,6,Tomáš,0,98,0,30,0,.12,0,0,18,rozpočtář,Seibert,99,CZ,,,37,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
160,576069,Rychnov nad Kněžnou,6,Petr,0,98,0,38,0,.16,0,0,19,topenář,Durchánek,99,CZ,,,54,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
161,1,Praha,6,Miroslav,0,98,0,44,0,.18,0,0,20,volný novinář,Durdil,99,CZ,,,60,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
162,599395,Ostrov,6,Petr,0,98,0,22,0,.09,0,0,21,živnostník,Plzák,99,CZ,,,47,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
163,591998,Želetava,6,Šárka,0,98,0,51,0,.21,0,0,22,živnostník,Skalická,99,CZ,,,38,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
164,574767,Lázně Bohdaneč,6,Stanislav,0,98,0,38,0,.16,0,0,23,skladník,Kopsa,99,CZ,,,57,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
165,533262,Červené Pečky,6,Josef,0,98,0,53,0,.22,0,0,24,soukromý zemědělec,Jelínek,99,CZ,,,60,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
166,541401,Broumov,6,Miroslav,0,98,0,23,0,.09,0,0,25,řidič,Chaloupka,98,CZ,,,67,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
167,599395,Ostrov,6,Jana,0,98,0,58,0,.24,0,0,26,kuchařka,Pýchová,99,CZ,,,46,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
168,557781,Chlumčany,6,Vladimír,0,98,0,25,0,.1,0,0,27,řidič,Hofman,99,CZ,,,65,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
169,532053,Kladno,6,Ivan,0,98,0,26,0,.11,0,0,28,důchodce,Lev,99,CZ,,,64,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
170,590266,Třebíč,6,Pavel,0,98,0,81,0,.34,0,0,29,elektromontér,Kašík,99,CZ,,,43,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok - www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok-www.cibulka.net,PB
171,3,Brno,7,Miroslav,0,11,0,2362,0,31.52,0,0,1,politik,Sládek,11,CZ,PhDr.,,58,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
172,568414,Havlíčkův Brod,7,Josef,0,11,0,260,0,3.47,0,0,2,technickohospodářský pracovník,Valenta,11,CZ,,,58,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
173,1,Praha,7,Zdeněk,0,11,0,73,0,.97,0,0,3,podnikatel,Krampera,11,CZ,,,57,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
174,564028,Frýdlant,7,Jaroslav,0,11,0,38,0,.5,0,0,4,podnikatel,Kopecký,11,CZ,,,52,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
175,531057,Beroun,7,Dušan,0,11,0,44,0,.58,0,0,5,podnikatel,Kučera,11,CZ,,,47,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
176,500496,Olomouc,7,Jiří,0,11,0,78,0,1.04,0,0,6,technik,Dufek,11,CZ,,,57,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
177,570826,Kosmonosy,7,Ljulin,0,11,0,38,0,.5,0,0,7,podnikatel,Christov,11,CZ,,,67,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
178,574279,Nové Město nad Metují,7,Věra,0,11,0,42,0,.56,0,0,8,podnikatelka,Jarkovská,11,CZ,,,58,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
179,585289,Hvozdná,7,Michal,0,11,0,79,0,1.05,0,0,9,živnostník,Sekyra,11,CZ,,,38,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
180,539911,Příbram,7,Jaroslav,0,11,0,36,0,.48,0,0,10,karosář,Dupák,11,CZ,,,53,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
181,584002,Tišnov,7,Miroslav,0,11,0,46,0,.61,0,0,11,živnostník,Mrkvička,11,CZ,,,59,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
182,500496,Olomouc,7,Jiří,0,11,0,29,0,.38,0,0,12,technik,Skovajsa,11,CZ,,,49,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
183,574562,Velká Jesenice,7,Zdeněk,0,11,0,60,0,.8,0,0,13,stavbyvedoucí,Stolin,11,CZ,Ing.,,30,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
184,549240,Písek,7,Roman,0,11,0,46,0,.61,0,0,14,ředitel,Kratochvíl,11,CZ,,,44,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
185,569810,Hradec Králové,7,Ivan,0,11,0,22,0,.29,0,0,15,mechanik NC strojů,Kubec,11,CZ,,,61,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
186,1,Praha,7,Petr,0,11,0,16,0,.21,0,0,16,důchodce,Dítko,11,CZ,,,72,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
187,535419,Mladá Boleslav,7,Marie,0,11,0,61,0,.81,0,0,17,drážní obsluha,Pozděnová,11,CZ,,,54,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
188,564249,Chrást,7,Miloslav,0,11,0,11,0,.14,0,0,18,tesař,Chudáček,11,CZ,,,61,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
189,563510,Jablonec nad Nisou,7,Jaroslav,0,11,0,8,0,.1,0,0,19,malíř,Louda,11,CZ,,,55,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
190,,,7,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,20,,Kandidát v registraci škrtnut,,,,,,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
191,,,7,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,21,,Kandidát v registraci škrtnut,,,,,,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
192,557846,Chválenice,7,Pavel,0,11,0,10,0,.13,0,0,22,hygienický pracovník,Konjata,11,CZ,,,37,Sdružení pro republiku-Republikánská strana Československa,Sdružení pro republiku-Republikán.strana Českosl.,0,0,1,011,0,11,Sdruž.pro rep.-Republ.str.Čsl.,SPR-RSČ
193,1,Praha,8,Ivan,0,175,0,341,0,10.43,0,0,1,lékař,Šterzl,99,CZ,Prof. MUDr.,CSc.,55,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
194,552046,Tábor,8,Vilém,0,175,0,131,0,4,0,0,2,odborný pracovník NASA,Mikula,99,CZ,Mgr.,,45,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
195,1,Praha,8,Bohdan,0,175,0,165,0,5.04,0,0,3,chirurg,Babinec,175,CZ,MUDr.,CSc.,65,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
196,598267,Modletice,8,Rudolf,0,175,0,31,0,.94,0,0,4,odborný pedagog,Klinger,99,CZ,Mgr.,,58,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
197,545571,Křemže,8,František,0,175,0,48,0,1.46,0,0,5,etnograf,Krejča,175,CZ,PhDr.,,55,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
198,3,Brno,8,Tomáš,0,175,0,93,0,2.84,0,0,6,zahradní architekt,Foral,175,CZ,Ing.,,43,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
199,,,8,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,7,,Kandidát v registraci škrtnut,,,,,,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
200,544256,České Budějovice,8,Zbyněk,0,175,0,85,0,2.6,0,0,8,odborný pedagog,Holub,175,CZ,PhDr.,Ph.D.,52,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
